Exp_date,Img_date,Experiment,Litter,Embryo_ID,Gene1,Genotype1,Gene2,Genotype2,Background,Treatment,Tt_length,Tt_stage,Experimenter
20170523,20170528,R1_B,B,R1_B09.06,Spry4,het,Fgfr1,ko,mixed/CD1,Littermate,NA,NA,VG
20170523,20170528,R1_B,B,R1_B09.08,Spry4,het,Fgfr1,ko,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_C,C,R1_C12.04,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_C,C,R1_C12.05,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_C,C,R1_C12.06,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_C,C,R1_C12.07,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_C,C,R1_C12.09,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_C,C,R1_C12.12,Spry4,het,Fgfr1,ko,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_D,D,R1_D13.01,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_D,D,R1_D13.02,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_D,D,R1_D13.07,Spry4,het,Fgfr1,wt,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_D,D,R1_D13.08,Spry4,het,Fgfr1,wt,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_D,D,R1_D13.10,Spry4,het,Fgfr1,ko,mixed/CD1,Littermate,NA,NA,VG
20170527,20170604,R1_D,D,R1_D13.13,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170528,20170604,R1_E,E,R1_E05.02,Spry4,het,Fgfr1,ko,mixed/CD1,Littermate,NA,NA,VG
20170822,20170907,R1_I,I,R1_I12.02,Spry4,het,Fgfr1,ko,mixed/CD1,Littermate,NA,NA,VG
20170822,20170907,R1_I,I,R1_I12.07,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170822,20170907,R1_I,I,R1_I12.09,Spry4,het,Fgfr1,wt,mixed/CD1,Littermate,NA,NA,VG
20170822,20170907,R1_I,I,R1_I12.10,Spry4,het,Fgfr1,ko,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,R1_J,J,R1_J11.02,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,R1_J,J,R1_J11.04,Spry4,het,Fgfr1,wt,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,R1_J,J,R1_J11.07,Spry4,het,Fgfr1,ko,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,R1_J,J,R1_J11.09,Spry4,het,Fgfr1,wt,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,R1_J,J,R1_J11.10,Spry4,het,Fgfr1,het,mixed/CD1,Littermate,NA,NA,VG
20170523,20170601,R2_A,A,R2_A14.01,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170523,20170601,R2_A,A,R2_A14.02,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170523,20170601,R2_A,A,R2_A14.08,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170523,20170601,R2_A,A,R2_A14.09,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170523,20170601,R2_A,A,R2_A14.11,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170523,20170601,R2_A,A,R2_A14.14,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170525,20170601,R2_B,B,R2_B13.01,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170525,20170601,R2_B,B,R2_B13.02,Spry4,het,Fgfr2,ko,mixed/CD1,Littermate,NA,NA,VG
20170525,20170601,R2_B,B,R2_B13.03,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170525,20170601,R2_B,B,R2_B13.05,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170525,20170601,R2_B,B,R2_B13.08,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170525,20170601,R2_B,B,R2_B13.09,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170525,20170601,R2_B,B,R2_B13.13,Spry4,het,Fgfr2,ko,mixed/CD1,Littermate,NA,NA,VG
20170525,20170604,R2_C,C,R2_C13.01,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170525,20170604,R2_C,C,R2_C13.02,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170525,20170604,R2_C,C,R2_C13.03,Spry4,het,Fgfr2,ko,mixed/CD1,Littermate,NA,NA,VG
20170525,20170604,R2_C,C,R2_C13.04,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170525,20170604,R2_C,C,R2_C13.11,Spry4,het,Fgfr2,ko,mixed/CD1,Littermate,NA,NA,VG
20170525,20170604,R2_C,C,R2_C13.12,Spry4,het,Fgfr2,ko,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_D,D,R2_D11.03,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_D,D,R2_D11.04,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_D,D,R2_D11.07,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_D,D,R2_D11.08,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_D,D,R2_D11.11,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_E,E,R2_E12.03,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_E,E,R2_E12.05,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_F,F,R2_F10.01,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_F,F,R2_F10.04,Spry4,het,Fgfr2,ko,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_F,F,R2_F10.08,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_F,F,R2_F10.09,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170529,20170609,R2_F,F,R2_F10.10,Spry4,het,Fgfr2,ko,mixed/CD1,Littermate,NA,NA,VG
20170530,20170610,R2_G,G,R2_G12.01,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170530,20170610,R2_G,G,R2_G12.02,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170530,20170610,R2_G,G,R2_G12.12,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170821,20170907,R2_J,J,R2_J12.02,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170821,20170907,R2_J,J,R2_J12.04,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170821,20170907,R2_J,J,R2_J12.05,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170821,20170907,R2_J,J,R2_J12.07,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170821,20170907,R2_J,J,R2_J12.10,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170821,20170907,R2_J,J,R2_J12.11,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170827,20170907,R2_K,K,R2_K15.01,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170827,20170907,R2_K,K,R2_K15.04,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170827,20170907,R2_K,K,R2_K15.09,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170827,20170907,R2_K,K,R2_K15.13,Spry4,het,Fgfr2,wt,mixed/CD1,Littermate,NA,NA,VG
20170827,20170907,R2_K,K,R2_K15.14,Spry4,het,Fgfr2,ko,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,R2_L,L,R2_L05.02,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,R2_L,L,R2_L05.05,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170917,20170920,R2_M,M,R2_M09.02,Spry4,het,Fgfr2,ko,mixed/CD1,Littermate,NA,NA,VG
20170917,20170920,R2_M,M,R2_M09.03,Spry4,het,Fgfr2,het,mixed/CD1,Littermate,NA,NA,VG
20170917,20170920,R2_M,M,R2_M09.09,Spry4,het,Fgfr2,ko,mixed/CD1,Littermate,NA,NA,VG
20170710,20170721,F4_G,G,F4_G09.01,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170710,20170721,F4_G,G,F4_G09.02,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170710,20170721,F4_G,G,F4_G09.05,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170710,20170721,F4_H,H,F4_H13.03,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170710,20170721,F4_H,H,F4_H13.05,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170710,20170721,F4_H,H,F4_H13.07,Spry4,het,Fgf4,het,mixed/CD1,Littermate,NA,NA,VG
20170710,20170721,F4_H,H,F4_H13.13,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170717,20170721,F4_I,I,F4_I14.01,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170717,20170721,F4_I,I,F4_I14.02,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170717,20170721,F4_I,I,F4_I14.03,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170717,20170721,F4_I,I,F4_I14.06,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170717,20170721,F4_I,I,F4_I14.08,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170717,20170721,F4_I,I,F4_I14.09,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170717,20170721,F4_I,I,F4_I14.11,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170717,20170721,F4_I,I,F4_I14.12,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170902,20170907,F4_J,J,F4_J13.02,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170902,20170907,F4_J,J,F4_J13.03,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170902,20170907,F4_J,J,F4_J13.04,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170902,20170907,F4_J,J,F4_J13.06,Spry4,het,Fgf4,het,mixed/CD1,Littermate,NA,NA,VG
20170902,20170907,F4_J,J,F4_J13.09,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170902,20170907,F4_J,J,F4_J13.11,Spry4,het,Fgf4,het,mixed/CD1,Littermate,NA,NA,VG
20170902,20170907,F4_J,J,F4_J13.12,Spry4,het,Fgf4,het,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,F4_K,K,F4_K14.03,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,F4_K,K,F4_K14.04,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,F4_K,K,F4_K14.06,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,F4_K,K,F4_K14.09,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,F4_K,K,F4_K14.11,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170916,20170920,F4_K,K,F4_K14.14,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170923,20170926,F4_L,L,F4_L17.01,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170923,20170926,F4_L,L,F4_L17.02,Spry4,het,Fgf4,het,mixed/CD1,Littermate,NA,NA,VG
20170923,20170926,F4_L,L,F4_L17.04,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170923,20170926,F4_L,L,F4_L17.05,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170923,20170926,F4_L,L,F4_L17.08,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170923,20170926,F4_L,L,F4_L17.09,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170923,20170926,F4_L,L,F4_L17.10,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170923,20170926,F4_L,L,F4_L17.11,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170923,20170926,F4_L,L,F4_L17.13,Spry4,het,Fgf4,ko,mixed/CD1,Littermate,NA,NA,VG
20170923,20170926,F4_L,L,F4_L17.16,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
20170923,20170926,F4_L,L,F4_L17.17,Spry4,het,Fgf4,wt,mixed/CD1,Littermate,NA,NA,VG
